x,y,z,success,elapsed_ms
-0.3500,-0.2000,0.6500,0,6.611
-0.3000,-0.3000,0.6500,0,8.737
-0.3000,-0.2500,0.6500,0,8.780
-0.4000,-0.1000,0.6500,0,11.474
-0.4000,-0.0500,0.6500,0,8.429
-0.3500,-0.0500,0.6500,0,6.534
-0.3500,0.0000,0.6500,0,10.673
-0.3000,-0.1000,0.6500,0,8.014
-0.3000,-0.0500,0.6500,0,8.276
-0.3000,0.0000,0.6500,0,6.540
-0.3000,-0.4500,0.6500,0,7.318
-0.3000,-0.4000,0.6500,0,7.740
-0.2500,-0.5000,0.6500,0,8.748
-0.2500,-0.4500,0.6500,0,5.859
-0.2500,-0.4000,0.6500,0,9.875
-0.2000,-0.5000,0.6500,0,9.928
-0.2000,-0.4500,0.6500,0,6.643
-0.2000,-0.4000,0.6500,0,7.496
-0.3000,-0.3500,0.6500,0,6.599
-0.2500,-0.3500,0.6500,0,8.727
-0.2500,-0.3000,0.6500,0,8.921
-0.2000,-0.3500,0.6500,0,10.486
-0.2000,-0.3000,0.6500,0,7.626
-0.2500,-0.2500,0.6500,0,7.693
-0.2500,-0.2000,0.6500,0,8.552
-0.2000,-0.2500,0.6500,0,9.934
-0.2000,-0.2000,0.6500,0,7.238
-0.3000,-0.1500,0.6500,0,10.707
-0.2500,-0.1500,0.6500,0,6.567
-0.2500,-0.1000,0.6500,0,6.945
-0.2000,-0.1500,0.6500,0,10.920
-0.2000,-0.1000,0.6500,0,9.694
-0.1500,-0.5500,0.6500,0,7.124
-0.1500,-0.5000,0.6500,0,8.724
-0.1000,-0.5500,0.6500,0,6.471
-0.1000,-0.5000,0.6500,0,12.160
-0.1500,-0.4500,0.6500,0,10.453
-0.1500,-0.4000,0.6500,0,6.312
-0.1000,-0.4500,0.6500,0,8.625
-0.1000,-0.4000,0.6500,0,7.739
-0.1500,-0.3500,0.6500,0,8.870
-0.1500,-0.3000,0.6500,0,7.465
-0.1000,-0.3500,0.6500,0,8.040
-0.1000,-0.3000,0.6500,0,7.565
-0.1500,-0.2500,0.6500,0,12.126
-0.1500,-0.2000,0.6500,0,10.477
-0.1500,-0.1500,0.6500,0,11.700
-0.1500,-0.1000,0.6500,0,6.707
-0.2000,-0.0500,0.6500,0,8.306
-0.2000,0.0000,0.6500,0,6.651
