x,y,z,success,elapsed_ms
-0.2000,-0.2000,0.6500,0,6.715
-0.3000,-0.1500,0.6500,0,7.264
-0.2500,-0.1500,0.6500,0,6.021
-0.2500,-0.1000,0.6500,0,7.622
-0.2000,-0.1500,0.6500,0,8.700
-0.2000,-0.1000,0.6500,0,8.990
-0.1500,-0.5500,0.6500,0,7.704
-0.1500,-0.5000,0.6500,0,7.534
-0.1000,-0.5500,0.6500,0,7.398
-0.1000,-0.5000,0.6500,0,7.779
-0.1500,-0.4500,0.6500,0,7.898
-0.1500,-0.4000,0.6500,0,11.461
-0.1000,-0.4500,0.6500,0,8.555
-0.1000,-0.4000,0.6500,0,8.011
-0.1500,-0.3500,0.6500,0,7.252
-0.1500,-0.3000,0.6500,0,9.039
-0.1000,-0.3500,0.6500,0,8.194
-0.1000,-0.3000,0.6500,0,7.537
-0.1500,-0.2500,0.6500,0,7.873
-0.1500,-0.2000,0.6500,0,8.902
-0.1500,-0.1500,0.6500,0,6.439
-0.1500,-0.1000,0.6500,0,6.976
-0.2000,-0.0500,0.6500,0,7.912
-0.2000,0.0000,0.6500,0,7.657
